"Blues" "Female" "Male" "Geno" "Hybrid" "Lines" "Exp.I" "Exp.II" "Exp.III" "Exp.IV" "Exp.V"
"358" 9.306571864 "danubius" "nordsaatmix" "danubius&&nordsaatmix" 1 0 0 0 0 0 1
"360" 9.474789021 "desamo" "desamo" "desamo" 0 1 0 0 0 0 1
"361" 10.17885091 "desamo" "nordsaatmix" "desamo&&nordsaatmix" 1 0 0 0 0 0 1
"362" 9.333604104 "desamo" "tri8280" "desamo&&tri8280" 1 0 0 0 0 0 1
"363" 8.193427537 "deya" "deya" "deya" 0 1 0 0 0 0 1
"364" 9.90097278 "deya" "sur99820sur186" "deya&&sur99820sur186" 1 0 0 0 0 0 1
"365" 9.231145139 "di09016" "di09016" "di09016" 0 1 0 0 0 0 1
"366" 10.09099899 "di09016" "sur99820sur186" "di09016&&sur99820sur186" 1 0 0 0 0 0 1
"367" 8.71727034 "discus" "discus" "discus" 0 1 0 0 0 0 1
"368" 7.851814866 "doka" "doka" "doka" 0 1 0 0 0 0 1
"369" 8.903328984 "doka" "malemixearly" "doka&&malemixearly" 1 0 0 0 0 0 1
"370" 8.932036564 "dolomit" "dolomit" "dolomit" 0 1 0 0 0 0 1
"372" 8.059029843 "donski93" "donski93" "donski93" 0 1 0 0 0 0 1
"374" 8.277759924 "ducat" "ducat" "ducat" 0 1 0 0 0 0 1
"375" 9.150866101 "ducat" "nordsaatmix" "ducat&&nordsaatmix" 1 0 0 0 0 0 1
"376" 8.582629414 "duellant" "duellant" "duellant" 0 1 0 0 0 0 1
"377" 9.187036692 "duellant" "malemixlate" "duellant&&malemixlate" 1 0 0 0 0 0 1
"378" 9.267466399 "edward" "edward" "edward" 0 1 0 0 0 0 1
"379" 10.0266224 "edward" "nordsaatmix" "edward&&nordsaatmix" 1 0 0 0 0 0 1
"382" 9.511017578 "elixer" "910102" "elixer&&910102" 1 0 0 0 0 0 1
"383" 8.852523807 "elixer" "albatros" "elixer&&albatros" 1 0 0 0 0 0 1
"385" 9.300008433 "elixer" "bussard" "elixer&&bussard" 1 0 0 0 0 0 1
"390" 9.84915645 "elixer" "elixer" "elixer" 0 1 0 1 1 1 1
"393" 9.184479181 "elixer" "luna" "elixer&&luna" 1 0 0 0 0 0 1
"395" 10.22824879 "elixer" "nordsaatmix" "elixer&&nordsaatmix" 1 0 0 0 0 0 1
"397" 9.540118073 "elixer" "tri10054" "elixer&&tri10054" 1 0 0 0 0 0 1
"398" 8.70724722 "elixer" "tri10124" "elixer&&tri10124" 1 0 0 0 0 0 1
"399" 9.216733337 "elixer" "tri10162iso" "elixer&&tri10162iso" 1 0 0 0 0 0 1
"401" 9.254802703 "elixer" "tri10181" "elixer&&tri10181" 1 0 0 0 0 0 1
"402" 8.540250024 "elixer" "tri10248" "elixer&&tri10248" 1 0 0 0 0 0 1
"403" 8.69169629 "elixer" "tri10384" "elixer&&tri10384" 1 0 0 0 0 0 1
"404" 9.026313392 "elixer" "tri10458iso" "elixer&&tri10458iso" 1 0 0 0 0 0 1
"405" 9.007227438 "elixer" "tri10878iso" "elixer&&tri10878iso" 1 0 0 0 0 0 1
"406" 8.613466012 "elixer" "tri11191" "elixer&&tri11191" 1 0 0 0 0 0 1
"407" 9.439804855 "elixer" "tri11210iso" "elixer&&tri11210iso" 1 0 0 0 0 0 1
"408" 8.454663973 "elixer" "tri11271" "elixer&&tri11271" 1 0 0 0 0 0 1
"409" 9.134831603 "elixer" "tri11273" "elixer&&tri11273" 1 0 0 0 0 0 1
"410" 8.549691237 "elixer" "tri11275iso" "elixer&&tri11275iso" 1 0 0 0 0 0 1
"414" 8.708174835 "elixer" "tri12918" "elixer&&tri12918" 1 0 0 0 0 0 1
"415" 8.583169333 "elixer" "tri12931" "elixer&&tri12931" 1 0 0 0 0 0 1
"416" 8.676971108 "elixer" "tri12965" "elixer&&tri12965" 1 0 0 0 0 0 1
"417" 9.566771864 "elixer" "tri13220" "elixer&&tri13220" 1 0 0 0 0 0 1
"418" 8.532083899 "elixer" "tri13305" "elixer&&tri13305" 1 0 0 0 0 0 1
"419" 9.100182383 "elixer" "tri13344" "elixer&&tri13344" 1 0 0 0 0 0 1
"420" 8.444554549 "elixer" "tri13509" "elixer&&tri13509" 1 0 0 0 0 0 1
"421" 8.623755553 "elixer" "tri13519" "elixer&&tri13519" 1 0 0 0 0 0 1
"422" 8.458641946 "elixer" "tri13692" "elixer&&tri13692" 1 0 0 0 0 0 1
"423" 8.858776866 "elixer" "tri14727iso" "elixer&&tri14727iso" 1 0 0 0 0 0 1
"424" 8.833360003 "elixer" "tri16013" "elixer&&tri16013" 1 0 0 0 0 0 1
"425" 8.993191397 "elixer" "tri16576" "elixer&&tri16576" 1 0 0 0 0 0 1
"426" 8.525422559 "elixer" "tri16701" "elixer&&tri16701" 1 0 0 0 0 0 1
"428" 8.666192908 "elixer" "tri19521" "elixer&&tri19521" 1 0 0 0 0 0 1
"429" 8.740295423 "elixer" "tri19594" "elixer&&tri19594" 1 0 0 0 0 0 1
"430" 8.43967224 "elixer" "tri19860" "elixer&&tri19860" 1 0 0 0 0 0 1
"431" 9.576443974 "elixer" "tri21284iso" "elixer&&tri21284iso" 1 0 0 0 0 0 1
"433" 9.245703703 "elixer" "tri21302iso" "elixer&&tri21302iso" 1 0 0 0 0 0 1
"434" 8.928955123 "elixer" "tri22371" "elixer&&tri22371" 1 0 0 0 0 0 1
"435" 9.314519042 "elixer" "tri22519iso" "elixer&&tri22519iso" 1 0 0 0 0 0 1
"436" 8.418740388 "elixer" "tri22527" "elixer&&tri22527" 1 0 0 0 0 0 1
"438" 7.603955592 "elixer" "tri23234" "elixer&&tri23234" 1 0 0 0 0 0 1
"439" 8.950686603 "elixer" "tri23308" "elixer&&tri23308" 1 0 0 0 0 0 1
"440" 8.078194225 "elixer" "tri23428" "elixer&&tri23428" 1 0 0 0 0 0 1
"441" 8.718791661 "elixer" "tri23924" "elixer&&tri23924" 1 0 0 0 0 0 1
"442" 9.398057622 "elixer" "tri252iso" "elixer&&tri252iso" 1 0 0 0 0 0 1
"443" 8.936302041 "elixer" "tri29467" "elixer&&tri29467" 1 0 0 0 0 0 1
"444" 8.722768415 "elixer" "tri3393" "elixer&&tri3393" 1 0 0 0 0 0 1
"445" 8.802387374 "elixer" "tri6368iso" "elixer&&tri6368iso" 1 0 0 0 0 0 1
"446" 7.946226852 "elixer" "tri7018" "elixer&&tri7018" 1 0 0 0 0 0 1
"447" 8.681321291 "elixer" "tri8137" "elixer&&tri8137" 1 0 0 0 0 0 1
"448" 9.836107941 "elixer" "tri83iso" "elixer&&tri83iso" 1 0 0 0 0 0 1
"449" 9.453810545 "elixer" "tri9585" "elixer&&tri9585" 1 0 0 0 0 0 1
"452" 9.960995323 "elixer" "zf040" "elixer&&zf040" 1 0 0 1 0 0 0
"453" 9.781899808 "elixer" "zm008" "elixer&&zm008" 1 0 0 1 0 0 0
"454" 10.24760585 "elixer" "zm013" "elixer&&zm013" 1 0 0 1 0 0 0
"455" 10.08090442 "elixer" "zm015" "elixer&&zm015" 1 0 0 1 0 0 0
"456" 10.45695308 "elixer" "zm017" "elixer&&zm017" 1 0 0 1 0 0 0
"457" 10.17856453 "elixer" "zm018" "elixer&&zm018" 1 0 0 1 0 0 0
"458" 10.07215959 "elixer" "zm020" "elixer&&zm020" 1 0 0 1 0 0 0
"459" 10.00171933 "elixer" "zm021" "elixer&&zm021" 1 0 0 1 0 0 0
"460" 10.23778854 "elixer" "zm023" "elixer&&zm023" 1 0 0 1 0 0 0
"461" 10.59541242 "elixer" "zm025" "elixer&&zm025" 1 0 0 1 0 0 0
"462" 9.404018306 "elixer" "zm027" "elixer&&zm027" 1 0 0 1 0 0 0
"463" 10.01578565 "elixer" "zm029" "elixer&&zm029" 1 0 0 1 0 0 0
"464" 9.676781438 "elixer" "zm032" "elixer&&zm032" 1 0 0 1 0 0 0
"465" 10.303672 "elixer" "zm034" "elixer&&zm034" 1 0 0 1 0 0 0
"466" 10.43879171 "elixer" "zm035" "elixer&&zm035" 1 0 0 1 0 0 0
"467" 10.42017378 "elixer" "zm036" "elixer&&zm036" 1 0 0 1 0 0 0
"468" 10.35799677 "elixer" "zm040" "elixer&&zm040" 1 0 0 1 0 0 0
"469" 8.717863395 "epiroux" "epiroux" "epiroux" 0 1 0 0 0 0 1
"470" 9.728453388 "epiroux" "nordsaatmix" "epiroux&&nordsaatmix" 1 0 0 0 0 0 1
"472" 7.74295848 "essor" "essor" "essor" 0 1 0 0 0 0 1
"473" 8.993601826 "essor" "nordsaatmix" "essor&&nordsaatmix" 1 0 0 0 0 0 1
"474" 8.866408554 "estivus" "estivus" "estivus" 0 1 0 0 0 0 1
"475" 9.494179238 "estivus" "nordsaatmix" "estivus&&nordsaatmix" 1 0 0 0 0 0 1
"476" 8.287935909 "etoiledechoisy" "etoiledechoisy" "etoiledechoisy" 0 1 0 0 0 0 1
"478" 8.874350611 "evelina" "evelina" "evelina" 0 1 0 0 0 0 1
"479" 8.867582715 "evelina" "malemixearly" "evelina&&malemixearly" 1 0 0 0 0 0 1
"2086" 7.547038111 "facon" "facon" "facon" 0 1 0 0 0 0 1
"2087" 9.023688281 "facon" "nordsaatmix" "facon&&nordsaatmix" 1 0 0 0 0 0 1
"2089" 8.683561128 "famulus" "famulus" "famulus" 0 1 0 0 0 0 1
"2094" 7.685010911 "famulus" "tri21125" "famulus&&tri21125" 1 0 0 0 0 0 1
"2107" 8.934105072 "faustus" "faustus" "faustus" 0 1 0 0 0 0 1
"2109" 9.161565091 "faustus" "tri13344" "faustus&&tri13344" 1 0 0 0 0 0 1
"2110" 8.350776219 "fazit" "fazit" "fazit" 0 1 0 0 0 0 1
"2111" 9.569066366 "fazit" "nordsaatmix" "fazit&&nordsaatmix" 1 0 0 0 0 0 1
"2112" 8.944185874 "federer" "federer" "federer" 0 1 0 0 0 0 1
"2113" 9.425069226 "federer" "malemixlate" "federer&&malemixlate" 1 0 0 0 0 0 1
"2114" 8.338674037 "fertyl" "fertyl" "fertyl" 0 1 0 0 0 0 1
"2115" 8.865165207 "fertyl" "malemixearly" "fertyl&&malemixearly" 1 0 0 0 0 0 1
"2116" 8.003997603 "feuvert" "feuvert" "feuvert" 0 1 0 0 0 0 1
"2117" 9.075483828 "feuvert" "sur99820sur186" "feuvert&&sur99820sur186" 1 0 0 0 0 0 1
"2118" 9.062480686 "flair" "flair" "flair" 0 1 0 0 0 0 1
"2119" 8.974937037 "flair" "malemixlate" "flair&&malemixlate" 1 0 0 0 0 0 1
"2120" 7.139777815 "floress" "floress" "floress" 0 1 0 0 0 0 1
"2121" 9.20626664 "floress" "nordsaatmix" "floress&&nordsaatmix" 1 0 0 0 0 0 1
"2122" 8.986325102 "florida" "florida" "florida" 0 1 0 0 0 0 1
"2123" 9.396032408 "florida" "nordsaatmix" "florida&&nordsaatmix" 1 0 0 0 0 0 1
"2127" 9.528910676 "franz" "franz" "franz" 0 1 0 0 0 0 1
"2128" 10.63687682 "franz" "nordsaatmix" "franz&&nordsaatmix" 1 0 0 0 0 0 1
"2130" 9.198074736 "franz" "tri10458iso" "franz&&tri10458iso" 1 0 0 0 0 0 1
"2131" 8.513937596 "franz" "tri11275iso" "franz&&tri11275iso" 1 0 0 0 0 0 1
"2132" 9.04950426 "franz" "tri11301" "franz&&tri11301" 1 0 0 0 0 0 1
"2133" 9.334687085 "franz" "tri11339" "franz&&tri11339" 1 0 0 0 0 0 1
"2134" 8.851153906 "franz" "tri11580iso" "franz&&tri11580iso" 1 0 0 0 0 0 1
"2135" 9.638505608 "franz" "tri13344" "franz&&tri13344" 1 0 0 0 0 0 1
"2136" 8.658059831 "franz" "tri15161" "franz&&tri15161" 1 0 0 0 0 0 1
"2137" 8.666459165 "franz" "tri166" "franz&&tri166" 1 0 0 0 0 0 1
"2138" 8.953800617 "franz" "tri19594" "franz&&tri19594" 1 0 0 0 0 0 1
"2139" 8.374110536 "franz" "tri21125" "franz&&tri21125" 1 0 0 0 0 0 1
"2142" 9.328842511 "franz" "tri22519iso" "franz&&tri22519iso" 1 0 0 0 0 0 1
"2143" 8.948661318 "franz" "tri2411" "franz&&tri2411" 1 0 0 0 0 0 1
"2144" 9.146604669 "franz" "tri279iso" "franz&&tri279iso" 1 0 0 0 0 0 1
"2145" 9.385905156 "franz" "tri28909" "franz&&tri28909" 1 0 0 0 0 0 1
"2146" 8.671404595 "franz" "tri29576" "franz&&tri29576" 1 0 0 0 0 0 1
"2147" 8.4746434 "franz" "tri3792" "franz&&tri3792" 1 0 0 0 0 0 1
"2148" 8.066072309 "franz" "tri4268" "franz&&tri4268" 1 0 0 0 0 0 1
"2149" 8.990614909 "franz" "tri4763" "franz&&tri4763" 1 0 0 0 0 0 1
"2150" 9.273600239 "franz" "tri6368iso" "franz&&tri6368iso" 1 0 0 0 0 0 1
"2151" 9.280444598 "franz" "tri6372iso" "franz&&tri6372iso" 1 0 0 0 0 0 1
"2152" 9.167741642 "franz" "tri8137" "franz&&tri8137" 1 0 0 0 0 0 1
"2153" 9.235934541 "franz" "tri8280" "franz&&tri8280" 1 0 0 0 0 0 1
"2154" 9.651837591 "franz" "tri9670" "franz&&tri9670" 1 0 0 0 0 0 1
"2155" 10.02829959 "franz" "zf040" "franz&&zf040" 1 0 0 0 0 0 1
"2156" 8.472355498 "futur" "futur" "futur" 0 1 0 0 0 0 1
"2157" 9.423005871 "futur" "nordsaatmix" "futur&&nordsaatmix" 1 0 0 0 0 0 1
"2158" 8.044328937 "fw8147f6010" "fw8147f6010" "fw8147f6010" 0 1 0 0 0 0 1
"2159" 9.140483357 "fw8147f6010" "malemixearly" "fw8147f6010&&malemixearly" 1 0 0 0 0 0 1
"2160" 8.332490818 "fw83115d5054" "fw83115d5054" "fw83115d5054" 0 1 0 0 0 0 1
"2161" 8.253994505 "fw83115d5054" "malemixearly" "fw83115d5054&&malemixearly" 1 0 0 0 0 0 1
"2162" 7.948814616 "gaillard" "gaillard" "gaillard" 0 1 0 0 0 0 1
"2163" 9.299930241 "gaillard" "nordsaatmix" "gaillard&&nordsaatmix" 1 0 0 0 0 0 1
"2164" 8.180842325 "gambrinus" "gambrinus" "gambrinus" 0 1 0 0 0 0 1
"2165" 9.002596168 "gambrinus" "malemixearly" "gambrinus&&malemixearly" 1 0 0 0 0 0 1
"2166" 8.312635926 "garant" "garant" "garant" 0 1 0 0 0 0 1
"2167" 8.942995448 "garant" "malemixearly" "garant&&malemixearly" 1 0 0 0 0 0 1
"2168" 7.698779905 "gavroche" "gavroche" "gavroche" 0 1 0 0 0 0 1
"2169" 9.58740243 "gavroche" "sur99820sur186" "gavroche&&sur99820sur186" 1 0 0 0 0 0 1
"2170" 8.738787089 "genius" "genius" "genius" 0 1 1 0 0 1 1
"2172" 8.875743725 "genius" "tri13344" "genius&&tri13344" 1 0 0 0 0 0 1
"2173" 9.464437698 "glaucus" "glaucus" "glaucus" 0 1 0 0 0 0 1
"2174" 9.023331447 "glaucus" "granada" "glaucus&&granada" 1 0 0 0 0 0 1
"2175" 8.472416565 "glaucus" "tri1020" "glaucus&&tri1020" 1 0 0 0 0 0 1
"2176" 8.984773008 "glaucus" "tri10202" "glaucus&&tri10202" 1 0 0 0 0 0 1
"2177" 8.674772582 "glaucus" "tri10208" "glaucus&&tri10208" 1 0 0 0 0 0 1
"2178" 8.948702997 "glaucus" "tri10231" "glaucus&&tri10231" 1 0 0 0 0 0 1
"2179" 8.705223835 "glaucus" "tri1040" "glaucus&&tri1040" 1 0 0 0 0 0 1
"2180" 8.865573232 "glaucus" "tri1067" "glaucus&&tri1067" 1 0 0 0 0 0 1
"2181" 8.768923797 "glaucus" "tri11221" "glaucus&&tri11221" 1 0 0 0 0 0 1
"2182" 8.349324848 "glaucus" "tri12804" "glaucus&&tri12804" 1 0 0 0 0 0 1
"2183" 8.06855612 "glaucus" "tri12897" "glaucus&&tri12897" 1 0 0 0 0 0 1
"2184" 8.493827281 "glaucus" "tri13212" "glaucus&&tri13212" 1 0 0 0 0 0 1
"2185" 8.676314613 "glaucus" "tri1340" "glaucus&&tri1340" 1 0 0 0 0 0 1
"2187" 8.341342503 "glaucus" "tri14280" "glaucus&&tri14280" 1 0 0 0 0 0 1
"2188" 8.654477353 "glaucus" "tri14884" "glaucus&&tri14884" 1 0 0 0 0 0 1
"2189" 8.377695115 "glaucus" "tri14887" "glaucus&&tri14887" 1 0 0 0 0 0 1
"2190" 8.414485896 "glaucus" "tri14905" "glaucus&&tri14905" 1 0 0 0 0 0 1
"2191" 8.192231305 "glaucus" "tri14913" "glaucus&&tri14913" 1 0 0 0 0 0 1
"2192" 8.613363666 "glaucus" "tri1601" "glaucus&&tri1601" 1 0 0 0 0 0 1
"2193" 8.115978709 "glaucus" "tri166" "glaucus&&tri166" 1 0 0 0 0 0 1
"2195" 8.513187411 "glaucus" "tri19607" "glaucus&&tri19607" 1 0 0 0 0 0 1
"2196" 8.434400847 "glaucus" "tri21059" "glaucus&&tri21059" 1 0 0 0 0 0 1
"2197" 8.486115247 "glaucus" "tri21165" "glaucus&&tri21165" 1 0 0 0 0 0 1
"2200" 8.3700556 "glaucus" "tri21352" "glaucus&&tri21352" 1 0 0 0 0 0 1
"2201" 8.527966168 "glaucus" "tri2342" "glaucus&&tri2342" 1 0 0 0 0 0 1
"2203" 8.088359549 "glaucus" "tri243" "glaucus&&tri243" 1 0 0 0 0 0 1
"2205" 8.304643918 "glaucus" "tri25909" "glaucus&&tri25909" 1 0 0 0 0 0 1
"2207" 8.299587668 "glaucus" "tri319" "glaucus&&tri319" 1 0 0 0 0 0 1
"2208" 8.578021902 "glaucus" "tri344" "glaucus&&tri344" 1 0 0 0 0 0 1
"2210" 8.481166632 "glaucus" "tri355" "glaucus&&tri355" 1 0 0 0 0 0 1
"2211" 8.464652306 "glaucus" "tri4221" "glaucus&&tri4221" 1 0 0 0 0 0 1
"2212" 8.620120064 "glaucus" "tri4589" "glaucus&&tri4589" 1 0 0 0 0 0 1
"2213" 8.566378612 "glaucus" "tri4742" "glaucus&&tri4742" 1 0 0 0 0 0 1
"2214" 8.902722487 "glaucus" "tri4763" "glaucus&&tri4763" 1 0 0 0 0 0 1
"2215" 8.634286572 "glaucus" "tri4822" "glaucus&&tri4822" 1 0 0 0 0 0 1
"2216" 8.470942535 "glaucus" "tri5082" "glaucus&&tri5082" 1 0 0 0 0 0 1
"2217" 8.370166103 "glaucus" "tri5085" "glaucus&&tri5085" 1 0 0 0 0 0 1
"2219" 7.919462747 "glaucus" "tri5191" "glaucus&&tri5191" 1 0 0 0 0 0 1
"2220" 8.443515129 "glaucus" "tri6816" "glaucus&&tri6816" 1 0 0 0 0 0 1
"2221" 8.892609074 "glaucus" "tri6889" "glaucus&&tri6889" 1 0 0 0 0 0 1
"2222" 8.520551247 "glaucus" "tri7711" "glaucus&&tri7711" 1 0 0 0 0 0 1
"2224" 8.800652633 "glaucus" "tri8130" "glaucus&&tri8130" 1 0 0 0 0 0 1
"2227" 8.378716611 "glaucus" "tri9968" "glaucus&&tri9968" 1 0 0 0 0 0 1
"2228" 8.395411994 "goetz" "goetz" "goetz" 0 1 0 0 0 0 1
"2229" 9.322509147 "goetz" "nordsaatmix" "goetz&&nordsaatmix" 1 0 0 0 0 0 1
"2232" 7.679009848 "granada" "granada" "granada" 0 1 0 0 0 0 1
"2233" 9.2356484 "granada" "nordsaatmix" "granada&&nordsaatmix" 1 0 0 0 0 0 1
"2234" 9.00267905 "granta" "granta" "granta" 0 1 0 0 0 0 1
"2235" 9.323755135 "granta" "malemixearly" "granta&&malemixearly" 1 0 0 0 0 0 1
"2237" 9.381184876 "gulliver" "gulliver" "gulliver" 0 1 0 0 0 0 1
"2238" 10.06470111 "gulliver" "malemixlate" "gulliver&&malemixlate" 1 0 0 0 0 0 1
"2239" 9.802747371 "gulliver" "nordsaatmix" "gulliver&&nordsaatmix" 1 0 0 0 0 0 1
"2240" 9.459670122 "gustav" "gustav" "gustav" 0 1 0 0 0 0 1
"2241" 9.823679658 "gustav" "malemixlate" "gustav&&malemixlate" 1 0 0 0 0 0 1
"2243" 8.758527472 "habicht" "habicht" "habicht" 0 1 0 0 0 0 1
"2244" 9.82562044 "habicht" "nordsaatmix" "habicht&&nordsaatmix" 1 0 0 0 0 0 1
"2245" 8.416170535 "hard" "hard" "hard" 0 1 0 0 0 0 1
"2246" 9.181843521 "hard" "nordsaatmix" "hard&&nordsaatmix" 1 0 0 0 0 0 1
"2247" 8.602948162 "hela" "hela" "hela" 0 1 0 0 0 0 1
"2248" 9.182836196 "hela" "nordsaatmix" "hela&&nordsaatmix" 1 0 0 0 0 0 1
"2249" 8.526536781 "hereward" "hereward" "hereward" 0 1 0 0 0 0 1
"2250" 9.001371809 "hereward" "malemixlate" "hereward&&malemixlate" 1 0 0 0 0 0 1
"2251" 7.924659199 "heurtebise" "heurtebise" "heurtebise" 0 1 0 0 0 0 1
"2252" 9.394922455 "heurtebise" "malemixlate" "heurtebise&&malemixlate" 1 0 0 0 0 0 1
"2253" 8.081864942 "highburg" "highburg" "highburg" 0 1 0 0 0 0 1
"2254" 9.38679307 "highburg" "sur99820sur186" "highburg&&sur99820sur186" 1 0 0 0 0 0 1
"2255" 8.395775481 "hill81" "hill81" "hill81" 0 1 0 0 0 0 1
"2256" 8.882420365 "hill81" "malemixlate" "hill81&&malemixlate" 1 0 0 0 0 0 1
"2258" 9.137419608 "hobbit" "hobbit" "hobbit" 0 1 0 0 0 0 1
"2259" 9.969250428 "hobbit" "nordsaatmix" "hobbit&&nordsaatmix" 1 0 0 0 0 0 1
"2260" 8.415638336 "hoff" "hoff" "hoff" 0 1 0 0 0 0 1
"2261" 9.197328367 "hoff" "malemixearly" "hoff&&malemixearly" 1 0 0 0 0 0 1
"2262" 8.50878518 "horizon" "horizon" "horizon" 0 1 1 0 0 0 1
"2273" 9.437234989 "horizon" "sur99820sur186" "horizon&&sur99820sur186" 1 0 0 0 0 0 1
"2279" 9.85985776 "hybery" "hybery" "hybery" 0 1 0 0 0 1 1
"2280" 9.550333526 "hybred" "hybred" "hybred" 0 1 0 1 1 1 1
"2282" 9.372009179 "hymack" "hymack" "hymack" 0 1 0 0 0 0 1
"2283" 9.786665959 "hystar" "hystar" "hystar" 0 1 0 1 1 1 1
"2292" 9.596315711 "impression" "impression" "impression" 0 1 0 0 0 0 1
"2295" 8.235196922 "iris" "iris" "iris" 0 1 0 0 0 0 1
"2296" 9.56832967 "iris" "sur99820sur186" "iris&&sur99820sur186" 1 0 0 0 0 0 1
"2297" 9.038260245 "jantarka" "jantarka" "jantarka" 0 1 0 0 0 0 1
"2298" 10.05504704 "jantarka" "sur99820sur186" "jantarka&&sur99820sur186" 1 0 0 0 0 0 1
"2299" 8.617854522 "jawa" "jawa" "jawa" 0 1 0 0 0 0 1
"2300" 8.593837666 "jawa" "malemixearly" "jawa&&malemixearly" 1 0 0 0 0 0 1
"2301" 9.521635584 "jbasano" "jbasano" "jbasano" 0 1 1 1 1 1 1
"2305" 9.995723002 "jbasano" "zf040" "jbasano&&zf040" 1 0 0 1 0 0 0
"2306" 9.731880767 "jbasano" "zm008" "jbasano&&zm008" 1 0 0 1 0 0 0
"2307" 10.02187099 "jbasano" "zm010" "jbasano&&zm010" 1 0 0 1 0 0 0
"2308" 10.74521084 "jbasano" "zm011" "jbasano&&zm011" 1 0 0 1 0 0 0
"2309" 10.35340262 "jbasano" "zm012" "jbasano&&zm012" 1 0 0 1 0 0 0
"2310" 10.1437365 "jbasano" "zm014" "jbasano&&zm014" 1 0 0 1 0 0 0
"2311" 10.44930118 "jbasano" "zm016" "jbasano&&zm016" 1 0 0 1 0 0 0
"2312" 10.52325926 "jbasano" "zm019" "jbasano&&zm019" 1 0 0 1 0 0 0
"2313" 10.16675961 "jbasano" "zm020" "jbasano&&zm020" 1 0 0 1 0 0 0
"2314" 10.39577827 "jbasano" "zm022" "jbasano&&zm022" 1 0 0 1 0 0 0
"2315" 10.34925837 "jbasano" "zm024" "jbasano&&zm024" 1 0 0 1 0 0 0
"2316" 10.42651777 "jbasano" "zm026" "jbasano&&zm026" 1 0 0 1 0 0 0
"2317" 10.42719158 "jbasano" "zm028" "jbasano&&zm028" 1 0 0 1 0 0 0
"2318" 10.3565959 "jbasano" "zm030" "jbasano&&zm030" 1 0 0 1 0 0 0
"2319" 10.51501649 "jbasano" "zm033" "jbasano&&zm033" 1 0 0 1 0 0 0
"2320" 10.36410516 "jbasano" "zm036" "jbasano&&zm036" 1 0 0 1 0 0 0
"2321" 10.40173608 "jbasano" "zm039" "jbasano&&zm039" 1 0 0 1 0 0 0
"2322" 10.23523489 "jbasano" "zm041" "jbasano&&zm041" 1 0 0 1 0 0 0
"2323" 9.886423543 "johnny" "johnny" "johnny" 0 1 0 0 0 0 1
"2324" 10.20751862 "johnny" "nordsaatmix" "johnny&&nordsaatmix" 1 0 0 0 0 0 1
"2325" 8.844991499 "johnny" "tri8280" "johnny&&tri8280" 1 0 0 0 0 0 1
"2326" 9.440661422 "julius" "julius" "julius" 0 1 1 1 1 1 1
"2327" 9.327696465 "julius" "nordsaatmix" "julius&&nordsaatmix" 1 0 0 0 0 0 1
"2328" 9.000200991 "kampana" "kampana" "kampana" 0 1 0 0 0 0 1
"2329" 9.525945987 "kampana" "malemixlate" "kampana&&malemixlate" 1 0 0 0 0 0 1
"2330" 7.912739453 "katia" "katia" "katia" 0 1 0 0 0 0 1
"2331" 8.807946079 "katia" "malemixearly" "katia&&malemixearly" 1 0 0 0 0 0 1
"2332" 8.57925328 "kauz" "kauz" "kauz" 0 1 0 0 0 0 1
"2333" 9.369827769 "kauz" "nordsaatmix" "kauz&&nordsaatmix" 1 0 0 0 0 0 1
"2334" 9.446681815 "kerubino" "kerubino" "kerubino" 0 1 0 0 0 0 1
"2335" 8.611481299 "kerubino" "tri10384" "kerubino&&tri10384" 1 0 0 0 0 0 1
"2336" 9.253418925 "kerubino" "tri13344" "kerubino&&tri13344" 1 0 0 0 0 0 1
"2337" 7.645369711 "kinaci97" "kinaci97" "kinaci97" 0 1 0 0 0 0 1
"2338" 8.998568224 "kinaci97" "malemixearly" "kinaci97&&malemixearly" 1 0 0 0 0 0 1
"2339" 9.087419144 "klea" "klea" "klea" 0 1 0 0 0 0 1
"2340" 9.427584279 "klea" "malemixearly" "klea&&malemixearly" 1 0 0 0 0 0 1
"2341" 8.30115567 "knirps" "knirps" "knirps" 0 1 0 0 0 0 1
"2342" 9.296792294 "knirps" "nordsaatmix" "knirps&&nordsaatmix" 1 0 0 0 0 0 1
"2343" 8.810931217 "kohelia" "kohelia" "kohelia" 0 1 0 0 0 0 1
"2344" 9.576642045 "kohelia" "nordsaatmix" "kohelia&&nordsaatmix" 1 0 0 0 0 0 1
"2345" 9.201640472 "kovasds" "kovasds" "kovasds" 0 1 0 0 0 0 1
"2346" 10.287823 "kovasds" "nordsaatmix" "kovasds&&nordsaatmix" 1 0 0 0 0 0 1
"2347" 8.849858219 "kranich" "kranich" "kranich" 0 1 0 0 0 0 1
"2348" 9.587093227 "kranich" "nordsaatmix" "kranich&&nordsaatmix" 1 0 0 0 0 0 1
"2349" 8.474840231 "krasota" "krasota" "krasota" 0 1 0 0 0 0 1
"2350" 8.523237284 "krasota" "malemixearly" "krasota&&malemixearly" 1 0 0 0 0 0 1
"2351" 7.953841654 "krassen" "krassen" "krassen" 0 1 0 0 0 0 1
"2352" 9.585729927 "krassen" "sur99820sur186" "krassen&&sur99820sur186" 1 0 0 0 0 0 1
"5955" 9.224652112 "kwsbarny" "kwsbarny" "kwsbarny" 0 1 0 0 0 0 1
"5956" 8.784188308 "kwsbarny" "tri8280" "kwsbarny&&tri8280" 1 0 0 0 0 0 1
